"sc-gMacIw","sc-gMacIw 2","sc-gMacIw 3","sc-gMacIw 4","sc-gMacIw 5","sc-gMacIw 6"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","712","1971"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","518","1994"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","700","2016"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","435","1990"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","711","2015"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","748","2004"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","464","1985"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","433","1986"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","745","1972"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","577","1995"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","535","1983"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","470","1992"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","505","1993"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","750","1973"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","628","1980"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","786","2008"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","449","1991"
"Aruba","ABW","Lower secondary completion rate, female (%)","SE.SEC.CMPT.LO.FE.ZS","94.101119995","2003"
"Aruba","ABW","Lower secondary completion rate, female (%)","SE.SEC.CMPT.LO.FE.ZS","89.785621643","2007"
"Aruba","ABW","Lower secondary completion rate, female (%)","SE.SEC.CMPT.LO.FE.ZS","87.51625061","2005"
"Aruba","ABW","Lower secondary completion rate, female (%)","SE.SEC.CMPT.LO.FE.ZS","100.292396545","2002"
"Aruba","ABW","Lower secondary completion rate, female (%)","SE.SEC.CMPT.LO.FE.ZS","106.648582458","2013"
"Aruba","ABW","Lower secondary completion rate, male (%)","SE.SEC.CMPT.LO.MA.ZS","94.100288391","2002"
"Aruba","ABW","Lower secondary completion rate, male (%)","SE.SEC.CMPT.LO.MA.ZS","95.466667175","2014"
"Aruba","ABW","Lower secondary completion rate, male (%)","SE.SEC.CMPT.LO.MA.ZS","90.824256897","1999"
"Aruba","ABW","Percentage of female students in secondary education enrolled in vocational programmes, female (%)","SE.SEC.ENRL.FE.VO.ZS","14.281680107","2003"
"Aruba","ABW","Percentage of female students in secondary education enrolled in vocational programmes, female (%)","SE.SEC.ENRL.FE.VO.ZS","12.035340309","2001"
"Aruba","ABW","Percentage of female students in secondary education enrolled in vocational programmes, female (%)","SE.SEC.ENRL.FE.VO.ZS","9.967949867","2000"
"Aruba","ABW","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","54.720489502","2008"
"Aruba","ABW","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","50.915649414","2013"
"Aruba","ABW","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","53.762420654","2007"
"Aruba","ABW","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","51.625740051","2012"
"Aruba","ABW","Percentage of students in secondary vocational education who are female (%)","SE.SEC.ENRL.VO.FE.ZS","36.710041046","2001"
"Aruba","ABW","Percentage of students in secondary vocational education who are female (%)","SE.SEC.ENRL.VO.FE.ZS","37.3956604","2002"
"Aruba","ABW","Percentage of female graduates from tertiary education graduating from Education programmes, female ...","SE.TER.GRAD.ED.FE.ZS","14.110429764","2004"
"Aruba","ABW","Percentage of female graduates from tertiary education graduating from Education programmes, female ...","SE.TER.GRAD.ED.FE.ZS","16.491230011","2012"
"Aruba","ABW","Percentage of graduates from Education programmes in tertiary education who are female (%)","SE.TER.GRAD.FE.ED.ZS","90.32257843","2010"
"Aruba","ABW","Percentage of graduates from Education programmes in tertiary education who are female (%)","SE.TER.GRAD.FE.ED.ZS","82.142860413","2004"
"Aruba","ABW","Percentage of graduates from Health and Welfare programmes in tertiary education who are female (%)","SE.TER.GRAD.FE.HL.ZS","98.148147583","2001"
"Aruba","ABW","Percentage of graduates from Health and Welfare programmes in tertiary education who are female (%)","SE.TER.GRAD.FE.HL.ZS","88.764038086","2012"
"Aruba","ABW","Percentage of graduates from Social Sciences, Business and Law programmes in tertiary education who ...","SE.TER.GRAD.FE.SS.ZS","78.787879944","2000"
"Aruba","ABW","Percentage of graduates from Social Sciences, Business and Law programmes in tertiary education who ...","SE.TER.GRAD.FE.SS.ZS","73.333328247","2009"
"Aruba","ABW","Percentage of female graduates from tertiary education graduating from Health and Welfare programmes...","SE.TER.GRAD.HL.FE.ZS","9.821430206","1999"
"Aruba","ABW","Percentage of female graduates from tertiary education graduating from Science programmes, female (%...","SE.TER.GRAD.SC.FE.ZS","52.147239685","2002"
"Aruba","ABW","Percentage of female graduates from tertiary education graduating from Science programmes, female (%...","SE.TER.GRAD.SC.FE.ZS","49.67742157","2005"
"Aruba","ABW","Percentage of female graduates from tertiary education graduating from Science programmes, female (%...","SE.TER.GRAD.SC.FE.ZS","51.228069305","2012"
"Aruba","ABW","Percentage of female graduates from tertiary education graduating from Social Sciences, Business and...","SE.TER.GRAD.SS.FE.ZS","0","2015"
"Aruba","ABW","UIS: Percentage of population age 25+ with at least completed primary education (ISCED 1 or higher)....","UIS.EA.1T6.AG25T99.M","91.750289917","2000"
"Aruba","ABW","UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or ...","UIS.EA.3T6.AG25T99.F","32.074588776","2010"
"Aruba","ABW","UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISC...","UIS.EA.6T8.AG25T99.M","12.875920296","2010"
"Aruba","ABW","Illiterate population, 25-64 years, female (number)","UIS.ILLPOP.AG25T64.F","547.63158","2000"
"Aruba","ABW","Pupil/trained teacher ratio in pre-primary education (headcount basis)","UIS.PTRHC.02.TRAINED","20.11348","2004"
"Aruba","ABW","Pupil/trained teacher ratio in pre-primary education (headcount basis)","UIS.PTRHC.02.TRAINED","20.58621","2006"
"Aruba","ABW","Government expenditure per lower secondary student (US$)","UIS.XUNIT.US.2.FSGOV","3881.604980469","2002"
"Aruba","ABW","Government expenditure per upper secondary student (US$)","UIS.XUNIT.US.3.FSGOV","4036.787353516","2002"
"Aruba","ABW","Percentage of graduates from non-science and non-technology fields in tertiary education who are fem...","UIS.FGP.56.FNON400500","80.75117","2000"
"Aruba","ABW","Pupil/trained teacher ratio in secondary education (headcount basis)","UIS.PTRHC.2T3.TRAINED","15.74624","2012"
"Chad","TCD","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","361264","2015"
"Chad","TCD","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","97143","1978"
"Chad","TCD","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","114036","1984"
"Chad","TCD","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","103921","1981"
"Chad","TCD","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","101350","1980"
"Chad","TCD","Population of the official entrance age to secondary general education, both sexes (number)","UIS.SAP.23.GPV.G1","99058","1979"
"Chad","TCD","Official entrance age to upper secondary education (years)","UIS.THAGE.3.A.GPV","16","2012"
"Chad","TCD","Official entrance age to upper secondary education (years)","UIS.THAGE.3.A.GPV","16","2006"
"Chad","TCD","Official entrance age to upper secondary education (years)","UIS.THAGE.3.A.GPV","16","2014"
"Chad","TCD","Official entrance age to upper secondary education (years)","UIS.THAGE.3.A.GPV","16","2004"
"Chad","TCD","Official entrance age to post-secondary non-tertiary education (years)","UIS.THAGE.4.A.GPV","19","2010"
"Chad","TCD","Official entrance age to post-secondary non-tertiary education (years)","UIS.THAGE.4.A.GPV","19","2012"
"Chad","TCD","Government expenditure on secondary education as % of GDP (%)","UIS.XGDP.23.FSGOV","0.789110005","2011"
"Chad","TCD","Government expenditure on secondary education as % of GDP (%)","UIS.XGDP.23.FSGOV","0.587090015","2004"
"Chad","TCD","Government expenditure on tertiary education as % of GDP (%)","UIS.XGDP.56.FSGOV","0.273449987","1998"
"Chad","TCD","Expenditure on pre-primary as % of total government expenditure (%)","UIS.XGOVEXP.IMF.0","0.03232","2011"
"Chad","TCD","Expenditure on lower secondary as % of total government expenditure (%)","UIS.XGOVEXP.IMF.2","1.228710055","2011"
"Chad","TCD","Expenditure on upper secondary as % of total government expenditure (%)","UIS.XGOVEXP.IMF.3","1.023890018","2010"
"Chad","TCD","DHS: Average years of schooling by age group. Age 15-19. Quintile 1","HH.DHS.YRS.1519.Q1","5.388573284","2014"
"Chad","TCD","DHS: Average years of schooling by age group. Age 15-19. Quintile 4","HH.DHS.YRS.1519.Q4","5.977393933","2014"
"Chad","TCD","DHS: Average years of schooling by age group. Age 15-19. Quintile 4","HH.DHS.YRS.1519.Q4","4.798618046","2004"
"Chad","TCD","DHS: Average years of schooling by age group. Age 15-19. Quintile 5","HH.DHS.YRS.1519.Q5","7.203923846","2004"
"Chad","TCD","MICS: Gross attendance rate. Post Secondary. Quintile 2","HH.MICS.GAR.456.Q2","0","2011"
"Chad","TCD","MICS: Typology of out-of-school children. Primary. Dropped out. Quintile 2","HH.MICS.OOST.DO.Q2","0","2011"
"Chad","TCD","PASEC: Distribution of 2nd grade mathematics scores: 50th Percentile Score","LO.PASEC.MAT.2.P50","482.4","2014"
"Chad","TCD","PASEC: Distribution of 2nd grade mathematics scores: 90th Percentile Score","LO.PASEC.MAT.2.P90","622.1","2014"
"Chad","TCD","PASEC: Distribution of 2nd grade mathematics scores: 99th Percentile Score","LO.PASEC.MAT.2.P99","735.4","2014"
"Chad","TCD","PASEC: Mean performance on the language scale for 2nd grade students who did not attend pre-primary ...","LO.PASEC.REA.2.NPP","478.5","2014"
"Chad","TCD","PASEC: Distribution of 2nd grade language scores: 90th Percentile Score","LO.PASEC.REA.2.P90","568.5","2014"
"Chad","TCD","PASEC: Distribution of 6th grade reading scores: 95th Percentile Score","LO.PASEC.REA.6.P95","575.7","2014"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.FE","0.05","2095"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.FE","0.17","2040"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.FE","0.17","2045"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.MA","0.28","2010"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.MA","0.06","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.MF","0.21","2035"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.MF","0.22","2030"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.MF","0.18","2045"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.S1.MF","0.06","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.S1.FE","0.06","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.S1.FE","0.17","2020"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.S1.MA","0.11","2065"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.S1.MF","0.19","2020"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.S1.MF","0.04","2100"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.S1.MF","0.1","2070"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.S1.MF","0.06","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.S1.MF","0.18","2030"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.S1.FE","0.1","2050"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.S1.FE","0.18","2020"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.S1.MA","0.1","2045"
"Aruba","ABW","Percentage of female students in tertiary education enrolled in Health and Welfare programmes, femal...","UIS.FOSEP.56.F700.F","25.056259155","2010"
"Aruba","ABW","Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%...","UIS.FOSEP.56.F700.M","6.139319897","2005"
"Aruba","ABW","Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%...","UIS.FOSEP.56.F700.M","3.381639957","2000"
"Aruba","ABW","Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%...","UIS.FOSEP.56.F700.M","5.717150211","2010"
"Aruba","ABW","Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%...","UIS.FOSEP.56.F700.M","6.269929886","2008"
"Aruba","ABW","Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%...","UIS.FOSEP.56.F700.M","6.016849995","2006"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Education programmes, male (%)","UIS.FOSGP.56.F140.M","2.5","2003"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Education programmes, male (%)","UIS.FOSGP.56.F140.M","8.208959579","2011"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Education programmes, male (%)","UIS.FOSGP.56.F140.M","3.333329916","2005"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Education programmes, male (%)","UIS.FOSGP.56.F140.M","11.827960014","2000"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Social Sciences, Business and L...","UIS.FOSGP.56.F300.M","69.565223694","2014"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and ...","UIS.FOSGP.56.F500.M","48.7603302","2008"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and ...","UIS.FOSGP.56.F500.M","68.292678833","1999"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and ...","UIS.FOSGP.56.F500.M","28.75","2009"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and ...","UIS.FOSGP.56.F500.M","53.75","2003"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and ...","UIS.FOSGP.56.F500.M","39.333328247","2007"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Health and Welfare programmes, ...","UIS.FOSGP.56.F700.M","5.882349968","2010"
"Aruba","ABW","Percentage of male graduates from tertiary education graduating from Health and Welfare programmes, ...","UIS.FOSGP.56.F700.M","10","2003"
"Aruba","ABW","Illiterate population, 25-64 years, % female","UIS.ILLPOPF.AG25T64","48.69867","2010"
"Aruba","ABW","Pupil/trained teacher ratio in primary education (headcount basis)","UIS.PTRHC.1.TRAINED","18.26011","2006"
"Aruba","ABW","Percentage of repeaters in Grade 1 of lower secondary general education, female (%)","UIS.REPP.2.GPV.G1.F","2.794650078","2007"
"Aruba","ABW","Percentage of repeaters in Grade 1 of lower secondary general education, female (%)","UIS.REPP.2.GPV.G1.F","5.921050072","2001"
"Aruba","ABW","Percentage of repeaters in Grade 1 of lower secondary general education, male (%)","UIS.REPP.2.GPV.G1.M","6.857140064","1999"
"Aruba","ABW","Percentage of repeaters in Grade 2 of lower secondary general education, female (%)","UIS.REPP.2.GPV.G2.F","4.161409855","2009"
"Aruba","ABW","Percentage of repeaters in Grade 2 of lower secondary general education, male (%)","UIS.REPP.2.GPV.G2.M","10.155150414","2001"
"Aruba","ABW","Repetition rate in Grade 1 of lower secondary general education, female (%)","UIS.REPR.2.GPV.G1.F","2.998699903","2006"
"Aruba","ABW","Repetition rate in Grade 1 of lower secondary general education, female (%)","UIS.REPR.2.GPV.G1.F","5.882349968","2000"
"Aruba","ABW","Repetition rate in Grade 1 of lower secondary general education, male (%)","UIS.REPR.2.GPV.G1.M","6.658279896","2005"
"Aruba","ABW","Repetition rate in Grade 2 of lower secondary general education, female (%)","UIS.REPR.2.GPV.G2.F","16.946960449","2003"
"Aruba","ABW","Repetition rate in Grade 2 of lower secondary general education, male (%)","UIS.REPR.2.GPV.G2.M","18.156030655","2003"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","718","1976"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","577","1981"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","748","2010"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","757","2004"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","719","1974"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","725","1975"
"Aruba","ABW","Population of the official entrance age to secondary general education, female (number)","UIS.SAP.23.GPV.G1.F","413","1986"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","793","2007"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","437","1990"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","743","2014"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","430","1987"
"Aruba","ABW","Population of the official entrance age to secondary general education, male (number)","UIS.SAP.23.GPV.G1.M","758","2011"
"Aruba","ABW","Lower secondary completion rate, female (%)","SE.SEC.CMPT.LO.FE.ZS","103.005462646","2014"
"Aruba","ABW","Lower secondary completion rate, female (%)","SE.SEC.CMPT.LO.FE.ZS","96.423019409","2000"
"Aruba","ABW","Lower secondary completion rate, male (%)","SE.SEC.CMPT.LO.MA.ZS","84.878738403","2003"
"Aruba","ABW","Lower secondary completion rate, male (%)","SE.SEC.CMPT.LO.MA.ZS","96.666671753","2013"
"Aruba","ABW","Percentage of female students in secondary education enrolled in vocational programmes, female (%)","SE.SEC.ENRL.FE.VO.ZS","9.434419632","2012"
"Aruba","ABW","Percentage of female students in secondary education enrolled in vocational programmes, female (%)","SE.SEC.ENRL.FE.VO.ZS","11.610989571","2011"
"Aruba","ABW","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","53.617099762","2000"
"Aruba","ABW","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","52.719451904","2004"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attain...","PRJ.ATT.60UP.S1.MA","0.11","2085"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attain...","PRJ.ATT.60UP.S1.MA","0.19","2030"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attain...","PRJ.ATT.60UP.S1.MF","0.08","2015"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attain...","PRJ.ATT.60UP.S1.MF","0.13","2080"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attain...","PRJ.ATT.80UP.S1.FE","0.15","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attain...","PRJ.ATT.80UP.S1.FE","0.04","2035"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attain...","PRJ.ATT.80UP.S1.MA","0.2","2055"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attain...","PRJ.ATT.80UP.S1.MA","0.16","2030"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attain...","PRJ.ATT.80UP.S1.MF","0.03","2020"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attain...","PRJ.ATT.80UP.S1.MF","0.11","2100"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.FE","0.25","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.FE","0.41","2010"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.FE","0.21","2070"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.FE","0.38","2020"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.MA","0.2","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.MA","0.22","2045"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.MF","0.12","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.MF","0.14","2085"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.MF","0.09","2100"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.MF","0.17","2075"
"Chad","TCD","Wittgenstein Projection: Percentage of the total population by highest level of educational attainme...","PRJ.ATT.ALL.NED.MF","0.25","2050"
"Chad","TCD","Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainmen...","PRJ.POP.1519.S1.FE","113.72","2010"
"Chad","TCD","Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainmen...","PRJ.POP.1519.S1.FE","151.78","2020"
"Chad","TCD","Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainmen...","PRJ.POP.1519.S1.MA","235.65","2025"
"Chad","TCD","Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainmen...","PRJ.POP.1519.S1.MA","59","2095"
"Chad","TCD","Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainmen...","PRJ.POP.1519.S1.MA","179.29","2060"
"Chad","TCD","Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainmen...","PRJ.POP.1519.S1.MA","160.19","2065"
"Chad","TCD","Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainmen...","PRJ.POP.1519.S1.MF","403.22","2025"
"Chad","TCD","Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainmen...","PRJ.POP.1519.S1.MF","241.38","2075"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.FE","22.92","2085"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.FE","134.18","2040"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.FE","99.38","2055"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.FE","42.54","2075"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MA","104.57","2010"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MA","11.42","2095"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MA","94.5","2055"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MA","31.78","2080"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MA","114.74","2045"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MA","119.64","2040"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MF","226.44","2010"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MF","108.38","2070"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MF","45.85","2085"
"Chad","TCD","Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainmen...","PRJ.POP.2024.S1.MF","220.98","2050"
"Chad","TCD","Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainmen...","PRJ.POP.2529.S1.FE","109.3","2055"
"Chad","TCD","Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainmen...","PRJ.POP.2529.S1.FE","116.02","2015"
"Chad","TCD","Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainmen...","PRJ.POP.2529.S1.FE","81.83","2010"
"Chad","TCD","Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainmen...","PRJ.POP.2529.S1.FE","101.9","2020"
"Chad","TCD","Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainmen...","PRJ.POP.2529.S1.MA","31.36","2085"
"Chad","TCD","Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainmen...","PRJ.POP.2529.S1.MA","93.75","2060"
"Chad","TCD","Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainmen...","PRJ.POP.2529.S1.MA","65.71","2070"
"Aruba","ABW","Government expenditure per tertiary student (US$)","UIS.XUNIT.US.56.FSGOV","5950.362792969","2005"
"Aruba","ABW","UIS: Percentage of population age 25+ with at least completed primary education (ISCED 1 or higher)....","UIS.EA.1T6.AG25T99.GPI","1","2000"
"Aruba","ABW","UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5...","UIS.EA.5T8.AG25T99.GPI","0.8","2000"
"Aruba","ABW","Survival rate to the last grade of lower secondary general education, gender parity index (GPI)","UIS.SR.2.GPV.GLAST.GPI","1.051460028","2006"
"Aruba","ABW","Survival rate to the last grade of lower secondary general education, gender parity index (GPI)","UIS.SR.2.GPV.GLAST.GPI","1.00229001","2004"
"Aruba","ABW","Lower secondary completion rate, gender parity index (GPI)","UIS.AIR.2.GPV.GLAST.GPI","1.078969955","2014"
