"sc-gMacIw","sc-gMacIw 2","sc-gMacIw 3","sc-gMacIw 4","sc-gMacIw 5","sc-gMacIw 6"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Total","PRJ.MYS.2064.MF","3","2020"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Total","PRJ.MYS.2064.MF","9.8","2090"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Female","PRJ.MYS.2529.FE","9.8","2075"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Female","PRJ.MYS.2529.FE","4.3","2035"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Male","PRJ.MYS.2529.MA","5.8","2035"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Male","PRJ.MYS.2529.MA","7","2050"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Male","PRJ.MYS.2529.MA","7.9","2060"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Total","PRJ.MYS.2529.MF","7.9","2060"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Total","PRJ.MYS.2529.MF","3.5","2015"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Total","PRJ.MYS.2529.MF","11.4","2090"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Total","PRJ.MYS.2529.MF","4.1","2025"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Total","PRJ.MYS.2529.MF","11.8","2095"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Total","PRJ.MYS.2529.MF","10.9","2085"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Female","PRJ.MYS.25UP.FE","8.9","2090"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Female","PRJ.MYS.25UP.FE","7.8","2080"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Female","PRJ.MYS.25UP.FE","3.9","2045"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Female","PRJ.MYS.25UP.FE","2.9","2035"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Male","PRJ.MYS.25UP.MA","5.4","2045"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Male","PRJ.MYS.25UP.MA","4.1","2025"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Total","PRJ.MYS.25UP.MF","8.1","2080"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Total","PRJ.MYS.25UP.MF","8.6","2085"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Total","PRJ.MYS.25UP.MF","5.6","2055"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 40-64. Female","PRJ.MYS.4064.FE","4.8","2060"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 40-64. Male","PRJ.MYS.4064.MA","5","2045"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 40-64. Male","PRJ.MYS.4064.MA","6.3","2065"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 40-64. Male","PRJ.MYS.4064.MA","4.7","2040"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 40-64. Male","PRJ.MYS.4064.MA","3.4","2025"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 40-64. Male","PRJ.MYS.4064.MA","9.5","2095"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 40-64. Male","PRJ.MYS.4064.MA","6","2060"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 40-64. Male","PRJ.MYS.4064.MA","2","2010"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15-19. Total","PRJ.MYS.1519.MF","2.9","2015"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Female","PRJ.MYS.15UP.FE","1.4","2010"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Female","PRJ.MYS.15UP.FE","9.9","2100"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Female","PRJ.MYS.15UP.FE","8","2080"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Male","PRJ.MYS.15UP.MA","3.9","2020"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Male","PRJ.MYS.15UP.MA","8.8","2085"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Total","PRJ.MYS.15UP.MF","9.6","2095"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Total","PRJ.MYS.15UP.MF","8.2","2080"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Total","PRJ.MYS.15UP.MF","4.1","2035"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Total","PRJ.MYS.15UP.MF","10","2100"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Total","PRJ.MYS.15UP.MF","6.8","2065"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Total","PRJ.MYS.15UP.MF","5.4","2050"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Total","PRJ.MYS.15UP.MF","6.3","2060"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 15+. Total","PRJ.MYS.15UP.MF","3.7","2030"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-24. Female","PRJ.MYS.2024.FE","11","2100"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-24. Female","PRJ.MYS.2024.FE","9.2","2075"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-24. Female","PRJ.MYS.2024.FE","10","2085"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-24. Male","PRJ.MYS.2024.MA","4.3","2010"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-24. Male","PRJ.MYS.2024.MA","9.6","2080"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Female","PRJ.MYS.2039.FE","1.7","2010"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Female","PRJ.MYS.2039.FE","11.7","2100"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Female","PRJ.MYS.2039.FE","10.8","2090"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Female","PRJ.MYS.2039.FE","4.6","2040"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Female","PRJ.MYS.2039.FE","3.5","2030"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Female","PRJ.MYS.2039.FE","11.3","2095"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Female","PRJ.MYS.2039.FE","8","2065"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Male","PRJ.MYS.2039.MA","7.5","2060"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Male","PRJ.MYS.2039.MA","11.7","2100"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Male","PRJ.MYS.2039.MA","4.3","2015"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Total","PRJ.MYS.2039.MF","5.8","2045"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-39. Total","PRJ.MYS.2039.MF","2.8","2010"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Female","PRJ.MYS.2064.FE","4.5","2045"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Female","PRJ.MYS.2064.FE","9.7","2090"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Female","PRJ.MYS.2064.FE","2.9","2030"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Female","PRJ.MYS.2064.FE","10.7","2100"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Female","PRJ.MYS.2064.FE","2","2020"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Male","PRJ.MYS.2064.MA","3.7","2015"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Male","PRJ.MYS.2064.MA","8.3","2075"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Male","PRJ.MYS.2064.MA","7.3","2065"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Male","PRJ.MYS.2064.MA","9.3","2085"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Total","PRJ.MYS.2064.MF","8.7","2080"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Total","PRJ.MYS.2064.MF","9.2","2085"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Total","PRJ.MYS.2064.MF","4.2","2035"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Total","PRJ.MYS.2064.MF","3.8","2030"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 20-64. Total","PRJ.MYS.2064.MF","2.7","2015"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Female","PRJ.MYS.2529.FE","10.9","2085"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Female","PRJ.MYS.2529.FE","3.7","2030"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Female","PRJ.MYS.2529.FE","11.8","2095"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25-29. Total","PRJ.MYS.2529.MF","6.7","2050"
"Chad","TCD","Wittgenstein Projection: Mean years of schooling. Age 25+. Female","PRJ.MYS.25UP.FE","7.3","2075"
"Chad","TCD","Elderly literacy rate, population 65+ years, gender parity index (GPI)","UIS.LR.AG65.GPI","0.03856","2015"
"Chad","TCD","UIS: Adjusted net attendance rate, primary, second quintile, female (%)","UIS.NARA.1.Q2.F","32.727420807","2004"
"Chad","TCD","UIS: Total net attendance rate, lower secondary, second quintile, female (%)","UIS.NART.2.Q2.F","32.262485504","2004"
"Chad","TCD","UIS: Total net attendance rate, lower secondary, richest quintile, male (%)","UIS.NART.2.Q5.M","77.834091187","2004"
"Chad","TCD","Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (...","UIS.OE.56.40510","2666","2004"
"Chad","TCD","Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (...","UIS.OE.56.40510","2986","2007"
"Chad","TCD","Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (...","UIS.OE.56.40510","2639","2002"
"Chad","TCD","Out-of-school youth of upper secondary school age, female (number)","UIS.OFST.3.F.CP","254754","2002"
"Chad","TCD","Out-of-school youth of upper secondary school age, male (number)","UIS.OFST.3.M.CP","218617","2000"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, female (%)","UIS.REPP.1.G1.F","31.84128952","1994"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, female (%)","UIS.REPP.1.G1.F","34.355300903","1998"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, female (%)","UIS.REPP.1.G1.F","32.946281433","1999"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, female (%)","UIS.REPP.1.G1.F","38.567138672","1989"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, male (%)","UIS.REPP.1.G1.M","33.363639832","1995"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, male (%)","UIS.REPP.1.G1.M","41.208091736","1977"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, male (%)","UIS.REPP.1.G1.M","30.814880371","1994"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, male (%)","UIS.REPP.1.G1.M","39.729030609","1976"
"Chad","TCD","Percentage of repeaters in Grade 1 of primary education, male (%)","UIS.REPP.1.G1.M","35.681411743","1997"
"Chad","TCD","Percentage of repeaters in Grade 2 of primary education, female (%)","UIS.REPP.1.G2.F","23.602659225","1999"
"Chad","TCD","Percentage of repeaters in Grade 2 of primary education, female (%)","UIS.REPP.1.G2.F","21.077880859","2004"
"Chad","TCD","Percentage of repeaters in Grade 2 of primary education, female (%)","UIS.REPP.1.G2.F","30.190179825","1996"
"Chad","TCD","Percentage of repeaters in Grade 2 of primary education, female (%)","UIS.REPP.1.G2.F","25.991739273","2002"
"Chad","TCD","Percentage of repeaters in Grade 2 of primary education, female (%)","UIS.REPP.1.G2.F","34.4204216","1977"
"Chad","TCD","Percentage of repeaters in Grade 2 of primary education, female (%)","UIS.REPP.1.G2.F","21.013019562","2011"
"Chad","TCD","Percentage of repeaters in Grade 2 of primary education, male (%)","UIS.REPP.1.G2.M","23.502700806","1999"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, female (%)","UIS.REPP.1.G3.F","24.269109726","2009"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, female (%)","UIS.REPP.1.G3.F","34.424510956","1996"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, female (%)","UIS.REPP.1.G3.F","21.963630676","2000"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, female (%)","UIS.REPP.1.G3.F","27.683490753","1994"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, male (%)","UIS.REPP.1.G3.M","25.115039825","2002"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, male (%)","UIS.REPP.1.G3.M","30.693000793","1997"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, male (%)","UIS.REPP.1.G3.M","28.629049301","1988"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, male (%)","UIS.REPP.1.G3.M","18.363939285","2004"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, male (%)","UIS.REPP.1.G3.M","21.613540649","2000"
"Chad","TCD","Percentage of repeaters in Grade 3 of primary education, male (%)","UIS.REPP.1.G3.M","30.432769775","1989"
"Chad","TCD","Percentage of repeaters in Grade 4 of primary education, female (%)","UIS.REPP.1.G4.F","21.124689102","1999"
"Chad","TCD","Percentage of repeaters in Grade 4 of primary education, female (%)","UIS.REPP.1.G4.F","24.038770676","2013"
"Chad","TCD","Percentage of repeaters in Grade 4 of primary education, female (%)","UIS.REPP.1.G4.F","28.602109909","1990"
"Chad","TCD","Percentage of repeaters in Grade 4 of primary education, female (%)","UIS.REPP.1.G4.F","23.517850876","2012"
"Chad","TCD","Percentage of repeaters in Grade 4 of primary education, male (%)","UIS.REPP.1.G4.M","26.012149811","1990"
"Chad","TCD","Percentage of repeaters in Grade 4 of primary education, male (%)","UIS.REPP.1.G4.M","20.466579437","2009"
"Chad","TCD","Percentage of repeaters in Grade 4 of primary education, male (%)","UIS.REPP.1.G4.M","19.687900543","1999"
"Chad","TCD","Percentage of repeaters in Grade 5 of primary education, female (%)","UIS.REPP.1.G5.F","23.859760284","2012"
"Chad","TCD","Percentage of repeaters in Grade 5 of primary education, female (%)","UIS.REPP.1.G5.F","25.121679306","1994"
"Chad","TCD","Percentage of repeaters in Grade 5 of primary education, female (%)","UIS.REPP.1.G5.F","22.254890442","2011"
"Chad","TCD","Percentage of repeaters in Grade 5 of primary education, male (%)","UIS.REPP.1.G5.M","15.039250374","2000"
"Chad","TCD","Percentage of repeaters in Grade 5 of primary education, male (%)","UIS.REPP.1.G5.M","18.087469101","1999"
"Chad","TCD","Percentage of repeaters in Grade 6 of primary education, female (%)","UIS.REPP.1.G6.F","24.12951088","2005"
"Chad","TCD","Percentage of repeaters in Grade 6 of primary education, female (%)","UIS.REPP.1.G6.F","21.348129272","2002"
"Chad","TCD","Percentage of repeaters in Grade 6 of primary education, female (%)","UIS.REPP.1.G6.F","35.591411591","1991"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.2.MF","0.64","2015"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.2.MF","0.68","2050"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.2.MF","0.69","2060"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.FE","0.3","2080"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.FE","0.29","2070"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.FE","0.3","2085"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.FE","0.31","2090"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.FE","0.25","2035"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.FE","0.31","2100"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.FE","0.2","2015"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.MA","0.2","2030"
"Aruba","ABW","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.3.MA","0.31","2095"
